ID,Area_Name,Year,Sub_Group_Name,Auto_Theft_Stolen
1122,Sikkim,2007,4. Goods carrying vehicles (Trucks/Tempo etc),2
1123,Tamil Nadu,2007,4. Goods carrying vehicles (Trucks/Tempo etc),59
1124,Tripura,2007,4. Goods carrying vehicles (Trucks/Tempo etc),1
1125,Uttar Pradesh,2007,4. Goods carrying vehicles (Trucks/Tempo etc),139
1126,Uttarakhand,2007,4. Goods carrying vehicles (Trucks/Tempo etc),4
1127,West Bengal,2007,4. Goods carrying vehicles (Trucks/Tempo etc),22
1128,Andhra Pradesh,2008,4. Goods carrying vehicles (Trucks/Tempo etc),21
1129,Arunachal Pradesh,2008,4. Goods carrying vehicles (Trucks/Tempo etc),0
1130,Assam,2008,4. Goods carrying vehicles (Trucks/Tempo etc),23
1131,Bihar,2008,4. Goods carrying vehicles (Trucks/Tempo etc),2
1132,Chandigarh,2008,4. Goods carrying vehicles (Trucks/Tempo etc),4
1133,Chhattisgarh,2008,4. Goods carrying vehicles (Trucks/Tempo etc),0
1134,Dadra & Nagar Haveli,2008,4. Goods carrying vehicles (Trucks/Tempo etc),8
1135,Daman & Diu,2008,4. Goods carrying vehicles (Trucks/Tempo etc),1
1136,Delhi,2008,4. Goods carrying vehicles (Trucks/Tempo etc),181
1137,Goa,2008,4. Goods carrying vehicles (Trucks/Tempo etc),17
1138,Gujarat,2008,4. Goods carrying vehicles (Trucks/Tempo etc),48
1139,Haryana,2008,4. Goods carrying vehicles (Trucks/Tempo etc),331
1140,Himachal Pradesh,2008,4. Goods carrying vehicles (Trucks/Tempo etc),30
1141,Jammu & Kashmir,2008,4. Goods carrying vehicles (Trucks/Tempo etc),1
1142,Jharkhand,2008,4. Goods carrying vehicles (Trucks/Tempo etc),15
1143,Karnataka,2008,4. Goods carrying vehicles (Trucks/Tempo etc),59
1144,Kerala,2008,4. Goods carrying vehicles (Trucks/Tempo etc),58
1145,Maharashtra,2008,4. Goods carrying vehicles (Trucks/Tempo etc),586
1146,Manipur,2008,4. Goods carrying vehicles (Trucks/Tempo etc),0
1147,Meghalaya,2008,4. Goods carrying vehicles (Trucks/Tempo etc),9
1148,Mizoram,2008,4. Goods carrying vehicles (Trucks/Tempo etc),0
1149,Nagaland,2008,4. Goods carrying vehicles (Trucks/Tempo etc),8
1150,Odisha,2008,4. Goods carrying vehicles (Trucks/Tempo etc),12
1151,Puducherry,2008,4. Goods carrying vehicles (Trucks/Tempo etc),7
1152,Punjab,2008,4. Goods carrying vehicles (Trucks/Tempo etc),124
1153,Rajasthan,2008,4. Goods carrying vehicles (Trucks/Tempo etc),144
1154,Sikkim,2008,4. Goods carrying vehicles (Trucks/Tempo etc),2
1155,Tamil Nadu,2008,4. Goods carrying vehicles (Trucks/Tempo etc),65
1156,Uttar Pradesh,2008,4. Goods carrying vehicles (Trucks/Tempo etc),170
1157,Uttarakhand,2008,4. Goods carrying vehicles (Trucks/Tempo etc),7
1158,West Bengal,2008,4. Goods carrying vehicles (Trucks/Tempo etc),12
1159,Andhra Pradesh,2009,4. Goods carrying vehicles (Trucks/Tempo etc),94
1160,Arunachal Pradesh,2009,4. Goods carrying vehicles (Trucks/Tempo etc),0
1161,Assam,2009,4. Goods carrying vehicles (Trucks/Tempo etc),22
1162,Bihar,2009,4. Goods carrying vehicles (Trucks/Tempo etc),38
1163,Chandigarh,2009,4. Goods carrying vehicles (Trucks/Tempo etc),1
1164,Chhattisgarh,2009,4. Goods carrying vehicles (Trucks/Tempo etc),0
1165,Delhi,2009,4. Goods carrying vehicles (Trucks/Tempo etc),173
1166,Goa,2009,4. Goods carrying vehicles (Trucks/Tempo etc),15
1167,Gujarat,2009,4. Goods carrying vehicles (Trucks/Tempo etc),93
1168,Haryana,2009,4. Goods carrying vehicles (Trucks/Tempo etc),276
1169,Himachal Pradesh,2009,4. Goods carrying vehicles (Trucks/Tempo etc),21
1170,Jammu & Kashmir,2009,4. Goods carrying vehicles (Trucks/Tempo etc),41
1171,Jharkhand,2009,4. Goods carrying vehicles (Trucks/Tempo etc),32
1172,Karnataka,2009,4. Goods carrying vehicles (Trucks/Tempo etc),115
1173,Kerala,2009,4. Goods carrying vehicles (Trucks/Tempo etc),84
1174,Madhya Pradesh,2009,4. Goods carrying vehicles (Trucks/Tempo etc),0
1175,Maharashtra,2009,4. Goods carrying vehicles (Trucks/Tempo etc),730
1176,Manipur,2009,4. Goods carrying vehicles (Trucks/Tempo etc),0
1177,Meghalaya,2009,4. Goods carrying vehicles (Trucks/Tempo etc),7
1178,Nagaland,2009,4. Goods carrying vehicles (Trucks/Tempo etc),13
1179,Odisha,2009,4. Goods carrying vehicles (Trucks/Tempo etc),21
1180,Puducherry,2009,4. Goods carrying vehicles (Trucks/Tempo etc),3
1181,Punjab,2009,4. Goods carrying vehicles (Trucks/Tempo etc),128
1182,Rajasthan,2009,4. Goods carrying vehicles (Trucks/Tempo etc),184
1183,Sikkim,2009,4. Goods carrying vehicles (Trucks/Tempo etc),2
1184,Tamil Nadu,2009,4. Goods carrying vehicles (Trucks/Tempo etc),55
1185,Tripura,2009,4. Goods carrying vehicles (Trucks/Tempo etc),3
1186,Uttar Pradesh,2009,4. Goods carrying vehicles (Trucks/Tempo etc),168
1187,Uttarakhand,2009,4. Goods carrying vehicles (Trucks/Tempo etc),29
1188,West Bengal,2009,4. Goods carrying vehicles (Trucks/Tempo etc),38
1189,Andhra Pradesh,2010,4. Goods carrying vehicles (Trucks/Tempo etc),15
1190,Arunachal Pradesh,2010,4. Goods carrying vehicles (Trucks/Tempo etc),0
1191,Assam,2010,4. Goods carrying vehicles (Trucks/Tempo etc),11
1192,Bihar,2010,4. Goods carrying vehicles (Trucks/Tempo etc),27
1193,Chandigarh,2010,4. Goods carrying vehicles (Trucks/Tempo etc),7
1194,Chhattisgarh,2010,4. Goods carrying vehicles (Trucks/Tempo etc),0
1195,Dadra & Nagar Haveli,2010,4. Goods carrying vehicles (Trucks/Tempo etc),5
1196,Daman & Diu,2010,4. Goods carrying vehicles (Trucks/Tempo etc),1
1197,Delhi,2010,4. Goods carrying vehicles (Trucks/Tempo etc),201
1198,Goa,2010,4. Goods carrying vehicles (Trucks/Tempo etc),14
1199,Gujarat,2010,4. Goods carrying vehicles (Trucks/Tempo etc),121
1200,Haryana,2010,4. Goods carrying vehicles (Trucks/Tempo etc),349
1201,Himachal Pradesh,2010,4. Goods carrying vehicles (Trucks/Tempo etc),0
1202,Jammu & Kashmir,2010,4. Goods carrying vehicles (Trucks/Tempo etc),45
1203,Jharkhand,2010,4. Goods carrying vehicles (Trucks/Tempo etc),0
1204,Karnataka,2010,4. Goods carrying vehicles (Trucks/Tempo etc),47
1205,Kerala,2010,4. Goods carrying vehicles (Trucks/Tempo etc),62
1206,Maharashtra,2010,4. Goods carrying vehicles (Trucks/Tempo etc),595
1207,Manipur,2010,4. Goods carrying vehicles (Trucks/Tempo etc),0
1208,Meghalaya,2010,4. Goods carrying vehicles (Trucks/Tempo etc),2
1209,Mizoram,2010,4. Goods carrying vehicles (Trucks/Tempo etc),0
1210,Nagaland,2010,4. Goods carrying vehicles (Trucks/Tempo etc),5
1211,Odisha,2010,4. Goods carrying vehicles (Trucks/Tempo etc),48
1212,Punjab,2010,4. Goods carrying vehicles (Trucks/Tempo etc),103
1213,Rajasthan,2010,4. Goods carrying vehicles (Trucks/Tempo etc),224
1214,Tamil Nadu,2010,4. Goods carrying vehicles (Trucks/Tempo etc),34
1215,Tripura,2010,4. Goods carrying vehicles (Trucks/Tempo etc),2
1216,Uttar Pradesh,2010,4. Goods carrying vehicles (Trucks/Tempo etc),161
1217,Uttarakhand,2010,4. Goods carrying vehicles (Trucks/Tempo etc),17
1218,West Bengal,2010,4. Goods carrying vehicles (Trucks/Tempo etc),56
